Bache profundo en carril derecho
Desechos de plástico y cartón junto a señal de límite de velocidad.;basura
;basura
Acumulación de bolsas de basura no recogidas después de eventos.;basura
;basura
Restos orgánicos esparcidos por animales domésticos.;basura
;basura
Montón de residuos plásticos acumulados en cuneta con agua.;basura
;basura
Basura acumulada alrededor de poste de alumbrado público.;basura
;basura
Desechos plásticos mezclados con latas y vidrios rotos.;basura
;basura
Montón de basura con restos de envoltorios y papeles mojados.;basura
;basura
Residuos acumulados dentro de canaletas y bordes de pavimento.;basura
;basura
Restos de comida y plásticos abandonados tras días de lluvia.;basura
;basura
Basura que bloquea parcialmente la acera peatonal.;basura
;basura
Desechos plásticos atrapados en raíces de árboles cercanos.;basura
;basura
Montón de basura con restos de papel y cartón mojados.;basura
;basura
Residuos sólidos mezclados con escombros en zona urbana.;basura
;basura
Acumulación de plásticos y vidrios en zona de hospital.;basura
;basura
Restos de comida y basura plástica esparcidos en parque público.;basura
;basura
Montones de basura acumulada que afectan el paisaje natural.;basura
;basura
Basura plástica atrapada entre piedras y tierra en cuneta.;basura
;basura
Desechos de botellas y bolsas plásticas acumuladas en barranco.;basura
;basura
Restos de empaques y plásticos dispersos por el viento.;basura
;basura
Acumulación de basura orgánica y plástica en zona residencial.;basura
;basura
Montón de basura con latas
;basura
Residuos plásticos atrapados en red hidráulica de camino.;basura
;basura
Basura acumulada cerca de señalización vial dañada.;basura
;basura
Desechos acumulados que bloquean el paso peatonal.;basura
;basura
Montón de basura mezclada con restos de poda y hojas secas.;basura
;basura
Restos de empaques plásticos que causan malos olores.;basura
;basura
Acumulación de residuos plásticos atrapados en cuneta.;basura
;basura
Basura acumulada en acceso a zona comercial.;basura
;basura
Desechos plásticos deteriorados mezclados con tierra y hojas.;basura
;basura
Montón de basura esparcida por animales en zona rural.;basura
;basura
Residuos plásticos y papel acumulados en curva peligrosa.;basura
;basura
Basura quemada y restos plásticos dispersos en zona descampada.;basura
;basura
Acumulación de bolsas de basura sin recoger.;basura
;basura
Restos plásticos atrapados en rejilla de alcantarilla.;basura
;basura
Desechos plásticos mezclados con desechos metálicos.;basura
;basura
Montón de basura plástica en zona recreativa.;basura
;basura
Basura acumulada cerca de paradero de buses.;basura
;basura
Restos de basura plástica esparcidos por viento fuerte.;basura
;basura
Acumulación de desperdicios plásticos en cuneta con agua estancada.;basura
;basura
Basura plástica acumulada cerca de área escolar.;basura
;basura
Montón de basura atrapada en malla metálica de puente.;basura
;basura
Restos de papeles y plásticos acumulados en cuneta.;basura
;basura
Desechos plásticos y orgánicos esparcidos en área verde.;basura
;basura
Basura acumulada en canaleta que dificulta drenaje.;basura
;basura
Restos de bolsas plásticas y empaques abandonados.;basura
;basura
Montón de basura mezclada con piedras y tierra.;basura
;basura
Acumulación de residuos plásticos en cuneta cercana a vivienda.;basura
;basura
Basura plástica atrapada en raíces de árbol.;basura
;basura
Restos de materiales plásticos y papel seco acumulados.;basura
;basura
Desechos plásticos esparcidos tras evento público.;basura
;basura
Montón de basura atrapada en rejilla de desagüe.;basura
;basura
Basura acumulada en cuneta bloqueando el flujo de agua.;basura
;basura
Restos plásticos mezclados con basura orgánica húmeda.;basura
;basura
Montón de basura acumulada en arriate de parque.;basura
;basura
Acumulación de residuos plásticos y vidrios rotos.;basura
;basura
Basura plástica atrapada en cercas y mallas metálicas.;basura
;basura
Restos de basura plástica y papel mojado en cuneta.;basura
;basura
Desechos plásticos acumulados cerca de área deportiva.;basura
;basura
Montón de basura atrapada entre rocas y tierra.;basura
;basura
Basura plástica mezclada con desperdicios orgánicos.;basura
;basura
Acumulación de restos de bolsas y empaques plásticos.;basura
;basura
Restos de papel y plástico esparcidos por el viento.;basura
;basura
Montón de basura plástica y restos metálicos.;basura
;basura
Basura acumulada que dificulta el paso de vehículos.;basura
;basura
Desechos plásticos atrapados en canaleta de desagüe.;basura
;basura
Basura plástica y papeles acumulados en cuneta con agua.;basura
;basura
Montón de basura acumulada en zona de alta circulación.;basura
Luminaria LED apagada en avenida principal.;luminaria
;luminaria
Farola con luz intermitente en zona residencial.;luminaria
;luminaria
Lámpara de sodio de alta presión con falla eléctrica.;luminaria
;luminaria
Luminaria completamente fundida en cruce peatonal.;luminaria
;luminaria
Farola con luz tenue en carretera secundaria.;luminaria
;luminaria
Luminaria LED con daño en el reflector.;luminaria
;luminaria
Poste de luz inclinado con lámpara funcional.;luminaria
;luminaria
Lámpara encendida durante el día
;luminaria
Luminaria dañada con cables expuestos al viento.;luminaria
;luminaria
Farola colapsada tras ráfaga de viento fuerte.;luminaria
;luminaria
Luminaria cubierta de polvo y suciedad
;luminaria
Poste de luminaria con base oxidada y peligrosa.;luminaria
;luminaria
Farola LED con daño en el módulo de control.;luminaria
;luminaria
Luminaria con luz parpadeante en vía rápida.;luminaria
;luminaria
Poste de alumbrado público sin lámpara instalada.;luminaria
;luminaria
Luminaria con problema en el circuito de encendido.;luminaria
;luminaria
Farola con luminaria parcialmente cubierta por tierra.;luminaria
;luminaria
Lámpara con luz amarilla en lugar de blanca.;luminaria
;luminaria
Luminaria con daños visibles por vandalismo.;luminaria
;luminaria
Farola apagada en zona escolar
;luminaria
Luminaria con cable roto cayendo al suelo.;luminaria
;luminaria
Poste de luz con tablero eléctrico expuesto.;luminaria
;luminaria
Lámpara LED con daños por impacto de vehículo.;luminaria
;luminaria
Luminaria ubicada en parque público totalmente funcional.;luminaria
;luminaria
Farola con foco opaco
;luminaria
Luminaria que emite chispas en zona de alta humedad.;luminaria
;luminaria
Poste roto que mantiene luminaria colgando horizontalmente.;luminaria
;luminaria
Lámpara con reflectores sucios y deteriorados.;luminaria
;luminaria
Farola con luz blanca muy brillante para zona residencial.;luminaria
;luminaria
Luminaria con base suelta
;luminaria
Poste de alumbrado con poste inclinado y lámpara apagada.;luminaria
;luminaria
Farola con luz que parpadea en avenida concurrida.;luminaria
;luminaria
Luminaria con daño parcial en pantalla protectora.;luminaria
;luminaria
Poste dañado tras choque de camión.;luminaria
;luminaria
Lámpara LED instalada nueva
;luminaria
Farola con problemas en el temporizador de apagado.;luminaria
;luminaria
Luminaria encendida pero sin emitir luz visible.;luminaria
;luminaria
Poste inclinado con cableado al descubierto.;luminaria
;luminaria
Lámpara que emite luz intermitente y luego se apaga.;luminaria
;luminaria
Farola con base corroída en callejón oscuro.;luminaria
;luminaria
Luminaria bloqueada por ramas de árbol cercano.;luminaria
;luminaria
Poste de luz con empalmes eléctricos visibles.;luminaria
;luminaria
Lámpara que presenta zumbido constante al encenderse.;luminaria
;luminaria
Farola con luz azulada extraña
;luminaria
Luminaria LED con protector de vidrio roto.;luminaria
;luminaria
Poste de luz con pintura descascarada y óxido.;luminaria
;luminaria
Farola nueva con tecnología de sensor de movimiento.;luminaria
;luminaria
Lámpara que tarda en encenderse tras el atardecer.;luminaria
;luminaria
Luminaria con instalación defectuosa
;luminaria
Poste inclinado con focos intermitentes.;luminaria
;luminaria
Farola apagada en pasaje peatonal concurrido.;luminaria
;luminaria
Luminaria dañada por actos vandálicos frecuentes.;luminaria
;luminaria
Lámpara de sodio con color amarillento viejo.;luminaria
;luminaria
Poste con luminaria doble para mayor iluminación.;luminaria
;luminaria
Farola con luminaria cubierta por nidos de aves.;luminaria
;luminaria
Luminaria con daños eléctricos tras tormenta reciente.;luminaria
;luminaria
Poste agrietado con riesgo de desplome.;luminaria
;luminaria
Lámpara que emite luz roja intermitente por error.;luminaria
;luminaria
Farola con pantalla opaca por suciedad acumulada.;luminaria
;luminaria
Luminaria dañada pero aún funcional en zona comercial.;luminaria
;luminaria
Poste con señalización lumínica integrada.;luminaria
;luminaria
Farola con sensores automáticos que no funcionan.;luminaria
;luminaria
Lámpara que se apaga y enciende cada pocos minutos.;luminaria
;luminaria
Luminaria con base suelta en tierra movediza.;luminaria
;luminaria
Poste parcialmente caído con luminaria todavía encendida.;luminaria
;luminaria
Farola con explosión interna visible en lámpara.;luminaria
;luminaria
Lámpara con calentamiento excesivo y humo leve.;luminaria
;luminaria
Poste con mantenimiento reciente
;luminaria
Luminaria LED con control remoto para ajuste de brillo.;luminaria
;luminaria
Farola con luz difusa por pantalla amarillenta.;luminaria
;luminaria
Lámpara que produce chispas durante encendido.;luminaria
;luminaria
Poste con base anclada sólidamente
;luminaria
Farola con pantalla protectora rota y cables expuestos.;luminaria
;luminaria
Luminaria cuyo foco tiene daño en la bombilla interna.;luminaria
;luminaria
Poste de luz con señalización vial integrada.;luminaria
;luminaria
Farola con focos de colores para señalización especial.;luminaria
;luminaria
Lámpara con temporizador defectuoso en barrio residencial.;luminaria
;luminaria
Luminaria que cambia de color conforme a la hora.;luminaria
;luminaria
Poste inclinado y luminaria dañada tras accidente vehicular.;luminaria
;luminaria
Farola con luz blanca muy tenue en zona oscura.;luminaria
;luminaria
Lámpara con cableado viejo y riesgo de corto circuito.;luminaria
;luminaria
Poste con sistema fotovoltaico y panel solar.;luminaria
;luminaria
Farola con daño en el interruptor de encendido.;luminaria
;luminaria
Luminaria que emite parpadeos tras tormenta eléctrica.;luminaria
;luminaria
Poste con base corroída
;luminaria
Lámpara instalada en parque que funciona automáticamente.;luminaria
;luminaria
Farola sin mantenimiento visible
;luminaria
Luminaria con foco LED de alta eficiencia energética.;luminaria
;luminaria
Poste con daños por corrosión y pintura desgastada.;luminaria
;luminaria
Farola con sombra irregular
;luminaria
Lámpara con soporte roto
;luminaria
Luminaria que emite luz azulada para zonas específicas.;luminaria
;luminaria
Poste de luz con instalación eléctrica visible y expuesta.;luminaria
;luminaria
Farola apagada en zona rural con poca iluminación.;luminaria
;luminaria
Lámpara con cúpula rota y cables al descubierto.;luminaria
;luminaria
Poste con sistema de encendido automático por sensor.;luminaria
;luminaria
Farola con pantalla plástica amarillenta y desgastada.;luminaria
;luminaria
Luminaria con luz difusa por suciedad en pantalla.;luminaria
;luminaria
Poste con doble luminaria para iluminación extendida.;luminaria
;luminaria
Lámpara con mantenimiento reciente
Acera con grietas profundas que representan un peligro para peatones.;acera
;acera
Baldosas sueltas e irregulares que dificultan el paso.;acera
;acera
Sección de acera rota con parte del concreto desprendido.;acera
;acera
Acera levantada por raíces de árboles
;acera
Superficie irregular con fragmentos quebrados y suelo desnivelado.;acera
;acera
Grietas extensas que atraviesan toda la acera.;acera
;acera
Bloques de cemento agrietados y movidos en zona peatonal.;acera
;acera
Baches en acera cubiertos parcialmente por hojas.;acera
;acera
Acera rota con fragmentos afilados que pueden causar cortes.;acera
;acera
Hundimiento localizado que forma un pequeño desnivel.;acera
;acera
Sección de acera rota con maleza creciendo en las grietas.;acera
;acera
Trozos de acera faltantes dejando huecos peligrosos.;acera
;acera
Grietas en patrón de red cubriendo larga extensión.;acera
;acera
Acera dañada por el paso constante de bicicletas y motos.;acera
;acera
Sección de acera levantada y agrietada por raíces superficiales.;acera
;acera
Acera con baldosa despegada y terreno erosionado debajo.;acera
;acera
Trozos quebrados y desplazados por el paso de vehículos.;acera
;acera
Acera con drenaje obstruido y partes rotas alrededor.;acera
;acera
Fragmentos sobresalientes que representan riesgo de caída.;acera
;acera
Acera con superficie áspera y con partes faltantes.;acera
;acera
Desnivel abrupto con bordes rotos y afilados.;acera
;acera
Sección dañada por obras de mantenimiento mal concluidas.;acera
;acera
Acera rota con manchas de humedad y musgo.;acera
;acera
Grietas que causan tambaleo en personas con movilidad reducida.;acera
;acera
Fragmentos de concreto sueltos en zona de alto flujo peatonal.;acera
;acera
Acera con bultos y hundimientos irregulares.;acera
;acera
Sección agrietada con restos de material antiguo y polvo.;acera
;acera
Bordes de acera rotos y sin señalización.;acera
;acera
Acera levantada al paso de raíces grandes y viejas.;acera
;acera
Grietas peligrosas que afectan la transitabilidad de sillas de ruedas.;acera
;acera
Sección de acera rota con charcos de agua estancada.;acera
;acera
Fragmentos de baldosa que han sido removidos parcialmente.;acera
;acera
Acera dañada por desgaste natural y poco mantenimiento.;acera
;acera
Partes hundidas con peligro de tropiezo en zonas oscuras.;acera
;acera
Acera con fragmentos de concreto mezclados con tierra.;acera
;acera
Grietas irregulares que provocan inestabilidad al pisar.;acera
;acera
Sección rota cerca de acceso a edificio público.;acera
;acera
Trozos sueltos que dificultan uso de bastones y andadores.;acera
;acera
Acera con fisuras grandes y fragmentos desprendidos.;acera
;acera
Fragmentos de baldosa rota en esquina transitada.;acera
;acera
Superficie de acera agrietada y con desniveles varios.;acera
;acera
Grietas con formación de pequeñas plantas y maleza.;acera
;acera
Acera rota con presencia de basura y hojas acumuladas.;acera
;acera
Sección agrietada afectada por el peso de vehículos.;acera
;acera
Acera con profundos cortes en el concreto.;acera
;acera
Baldosas levantadas que sobresalen del nivel del suelo.;acera
;acera
Trozos faltantes creando huecos que representan caída.;acera
;acera
Grietas que se extienden junto a bordillos y parapetos.;acera
;acera
Acera con superficie llena de fisuras y polvo.;acera
;acera
Sección rota afectando el paso de carrito de bebé.;acera
;acera
Fragmentos quebrados y escombros dispersos en la vía.;acera
;acera
Acera irregular en curva transitada a pie y bici.;acera
;acera
Partes despegadas y mal sujetas al suelo.;acera
;acera
Grietas en forma de patrón cruzado abarcando gran área.;acera
;acera
Acera con gran daño por raíces de árboles cercanos.;acera
;acera
Fragmentos sueltos atrapados en juntas de expansión.;acera
;acera
Sección dañada con presencia de charcos y lodazales.;acera
;acera
Acera con borde roto y caída brusca de altura.;acera
;acera
Grietas profundas y sueltas en zona de parque público.;acera
;acera
Baldosas agrietadas y levantadas en barrio residencial.;acera
;acera
Piso irregular y roto dificultando el paso seguro.;acera
;acera
Acera con fragmentos sueltos que generan tropiezos.;acera
;acera
Sección con hundimiento parcial y falta de firmeza.;acera
;acera
Trozos faltantes cubrir extensión de varios metros.;acera
;acera
Grietas con forma de red y tamaño variable.;acera
;acera
Acera rota con presencia de grava y arena.;acera
;acera
Superficie agrietada y con polvo acumulado.;acera
;acera
Trozos de baldosa rota esparcidos por maleza.;acera
;acera
Acera levantada parcialmente cerca de parada de bus.;acera
;acera
Fragmentos de acera deteriorados alteran la estética.;acera
;acera
Sección con hundimiento y erosión por lluvias.;acera
;acera
Acera con bordes rotos y sin señalización preventiva.;acera
;acera
Grietas que causan daños a calzado y ruedas.;acera
;acera
Trozos sueltos con bordes afilados en zona transitada.;acera
;acera
Acera rota con presencia de ropa de protección no retirada.;acera
;acera
Sección dañada con huecos y desniveles pronunciados.;acera
;acera
Acera con fisuras que dificultan el paso de personas mayores.;acera
;acera
Fragmentos sueltos en zona oscura sin iluminación.;acera
;acera
Acera rota que dificulta el acceso a rampas.;acera
;acera
Grietas grandes que se extienden a lo largo de la calle.;acera
;acera
Partes levantadas después de fuertes lluvias.;acera
;acera
Superficie irregular con polvo y residuos sueltos.;acera
;acera
Trozos de baldosa sueltos en calles con alto tránsito.;acera
;acera
Acera con hundimientos y bordes parcialmente caídos.;acera
;acera
Sección dañada con presencia de raíces expuestas.;acera
;acera
Acera rota con restos de obras no retiradas.;acera
;acera
Fragmentos en granito y concreto con formas irregulares.;acera
;acera
Grietas cruzadas formando damero irregular en acera.;acera
;acera
Acera con zonas levantadas y hundidas alternándose.;acera
;acera
Trozos sueltos que dificultan el acceso de bicicletas.;acera
;acera
Sección rota con bordes desfilados y afilados.;acera
;acera
Acera con presencia de basura y restos de construcción.;acera
;acera
Grietas abiertas expuestas al viento y lluvia.;acera
;acera
Fragmentos esparcidos que han causado caídas menores.;acera
;acera
Acera levantada en curvas con riesgo para peatones.;acera
;acera
Sección dañada con charcos y barro acumulado.;acera
;acera
Acera con bordes rotos en rampa peatonal.;acera
;acera
Trozos sueltos en zona escolar con alta circulación.;acera
Grietas profundas con restos de vegetación creciendo.;acera
Acera rota con partes hundidas y sin mantenimiento visible.;acera
El semáforo está en rojo desde hace 10 minutos y no cambia.;semaforo
Las luces parpadean en amarillo sin detenerse desde temprano.;semaforo
El semáforo no funciona en ninguna dirección
Los autos no saben cuándo pasar
Hay riesgo de accidente
El botón peatonal no responde
Las luces del semáforo están muy tenues
Desde anoche el semáforo no prende
La señal se quedó fija en rojo y ya hay una larga fila de autos.;semaforo
El semáforo cambió demasiado rápido y causó confusión.;semaforo
Hoy en la mañana el semáforo no tenía luz verde
Vi a dos carros casi chocar porque el semáforo no está sincronizado.;semaforo
El semáforo prende y apaga solo cada 5 segundos
Se escucha un zumbido raro en la caja del semáforo
Desde hace días ese semáforo cambia muy lento
El paso peatonal no recibe luz verde nunca
Hay luces encendidas al mismo tiempo en direcciones contrarias.;semaforo
Hoy vi que el semáforo tiene una luz rota
Los conductores están confundidos porque el semáforo no cambia.;semaforo
Está parpadeando en rojo como si fuera una señal de stop
El semáforo cambia tan rápido que solo pasan dos carros por vez.;semaforo
No hay ninguna señal funcionando en la intersección.;semaforo
Hoy al mediodía las luces comenzaron a parpadear sin patrón fijo.;semaforo
Pareciera que el semáforo está desprogramado
Solo la luz verde funciona
Desde temprano el semáforo está encendido pero mal orientado.;semaforo
Se ve una chispa en la base del semáforo
Durante la lluvia dejó de funcionar completamente.;semaforo
Ya van dos días con ese semáforo sin servicio.;semaforo
La gente cruza sin mirar porque no hay señal clara.;semaforo
Vi a un agente regulando manualmente por la falla del semáforo.;semaforo
Hay una luz que queda en verde todo el tiempo
Desde ayer el semáforo permanece en amarillo fijo sin razón.;semaforo
Los semáforos de ambas calles están apagados completamente.;semaforo
Hubo un choque menor porque nadie sabía si podía avanzar.;semaforo
Hay niños cruzando sin semáforo
Hay un semáforo colgando
El controlador del semáforo hace ruido
Los semáforos de la intersección cambian en tiempos diferentes.;semaforo
Hoy la luz roja duró más de 5 minutos
En la noche el semáforo se apaga completamente.;semaforo
Los tres focos se encendieron al mismo tiempo.;semaforo
Los conductores se gritan porque nadie sabe quién tiene el paso.;semaforo
La intermitencia del semáforo es muy irregular.;semaforo
El cruce peatonal no tiene luz ni sonido
Desde la tormenta
Hay una luz suelta que parpadea sin control.;semaforo
El semáforo nuevo ya está fallando
Los cables del semáforo están expuestos
Los botones para cruzar no hacen ningún efecto.;semaforo
El semáforo peatonal nunca da paso
Hay luces desalineadas
Muchos conductores pasan sin respetar porque el semáforo no sirve.;semaforo
Los tiempos de cambio no coinciden con el tránsito real.;semaforo
Durante horas pico el semáforo crea más tráfico del que resuelve.;semaforo
Se apagó justo cuando había muchos autos esperando.;semaforo
La estructura del semáforo está inclinada
Faltan tapas en las luces
Hoy el semáforo cambió de verde a rojo sin pasar por amarillo.;semaforo
La intersección está sin control desde hace días.;semaforo
La luz roja se prende y apaga como si fuera navidad.;semaforo
Hay un poste de semáforo con cables colgando.;semaforo
Desde mi tienda veo que no cambia nunca en la tarde.;semaforo
Muchos peatones cruzan sin señal porque el botón no sirve.;semaforo
Vi chispas salir del semáforo cuando llovía anoche.;semaforo
En esa esquina siempre hay fallas
Los focos se fundieron otra vez
Hoy la luz verde solo duró 3 segundos.;semaforo
Los conductores dudan porque no se ve la luz claramente.;semaforo
Hay una intersección sin ningún semáforo visible.;semaforo
El semáforo cambia muy rápido de amarillo a rojo.;semaforo
Uno de los focos está girado
Los cables fueron jalados
La caja del semáforo está abierta
Las luces se encienden en orden incorrecto.;semaforo
En esa esquina el semáforo nunca fue instalado.;semaforo
La luz verde brilla tan poco que parece apagada.;semaforo
Desde la obra vial
Los semáforos de ambos lados indican cosas diferentes.;semaforo
Vi autos pasar cuando no debían porque no había señal.;semaforo
La intersección parece abandonada
Está totalmente apagado desde la madrugada.;semaforo
El semáforo peatonal se queda siempre en espera.;semaforo
El semáforo hace un pitido constante y molesto.;semaforo
Desde mi auto no se ve la luz porque está tapada por ramas.;semaforo
Faltan las señales auditivas para personas con discapacidad.;semaforo
Hay confusión porque el semáforo está invertido.;semaforo
Los semáforos no están coordinados
La policía puso conos por la falla del semáforo.;semaforo
Desde el choque del lunes
Solo uno de los tres focos funciona
La luz parpadea aunque el cruce esté despejado.;semaforo
Durante el día funciona
En la esquina del parque nadie sabe cuándo cruzar.;semaforo
El tráfico es insoportable por culpa del mal semáforo.;semaforo
Vi una persona casi atropellada por culpa del semáforo roto.;semaforo
Las luces no están alineadas con los carriles.;semaforo
Desde la construcción
Hay uno nuevo instalado
Está colgando de un cable
La luz verde se prende dos veces por ciclo
Alcantarilla destapada frente a mi casa
Hay una tapa de alcantarilla suelta que hace ruido al pasar los autos.;alcantarilla
El desagüe está totalmente obstruido
Después de la lluvia
La tapa metálica de la alcantarilla fue robada anoche.;alcantarilla
Hay mal olor constante saliendo del alcantarillado en la esquina.;alcantarilla
El agua negra está rebosando en plena calle.;alcantarilla
Hay ratas saliendo por la alcantarilla frente a la panadería.;alcantarilla
La tapa de concreto se rompió y hay un hueco peligroso.;alcantarilla
Cada vez que llueve
Frente al colegio
Se escucha un sonido extraño
Se soltó la tapa del desagüe pluvial
La calle huele a podrido
En la esquina de la tienda hay una alcantarilla sin tapa desde hace semanas.;alcantarilla
Hay una fuga de aguas negras saliendo del registro de la acera.;alcantarilla
Los vecinos pusieron una madera para cubrir el hueco de la alcantarilla.;alcantarilla
Un niño casi cae en una alcantarilla sin tapa en el parque.;alcantarilla
La alcantarilla parece estar colapsada
Se nota humedad constante alrededor del registro
El pozo del alcantarillado está rebalsando aguas negras.;alcantarilla
Durante la tormenta
Hay basura acumulada dentro del alcantarillado visible desde la rejilla.;alcantarilla
La alcantarilla está llena de lodo y ramas.;alcantarilla
Un auto cayó parcialmente en una alcantarilla sin tapa.;alcantarilla
Desde hace meses no se hace limpieza del sistema de alcantarillado.;alcantarilla
Sale vapor caliente de la alcantarilla
Alcantarilla mal ubicada en plena curva
La tapa de la alcantarilla está oxidada y casi se desintegra.;alcantarilla
En la zona industrial hay desbordes de agua sucia desde los desagües.;alcantarilla
En la madrugada se escucha agua correr a presión bajo la calle.;alcantarilla
Se ha formado un hundimiento alrededor de la tapa del alcantarillado.;alcantarilla
